cnpj,razao_social,nome_fantasia,situacao_cadastral,data_situacao,motivo_situacao,data_abertura,matriz_filial,natureza_juridica,mei,simples,capital_social,porte,cnae_principal_codigo,cnae_principal_descricao,cnaes_secundarios,logradouro,numero,complemento,bairro,cep,municipio,uf,telefone1,telefone2,email,socios,ultima_atualizacao
61.522.309/0001-36,CONDOMINIO RESIDENCIAL ALCEBIADES SARMENTO,CONDOMINIO RESIDENCIAL ALCEBIADES SARMENTO,ATIVA,,,24/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PROFESSOR ALCEBIADES SARMENTO,99,,VILA SIRIA,08062210,SAO PAULO,SP,(11) 47298339,,,,
61.515.641/0001-73,CONDOMINIO RESIDENCIAL SANTA TEREZINHA,-,ATIVA,,,30/07/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANTONIO LOMBARDO,524,,JARDIM SANTA TEREZINHA (ZONA LESTE),03572230,SAO PAULO,SP,(11) 996885482,,,,
61.507.978/0005-62,CONDOMINIO 155 JERONIMO,SETOR RESIDENCIAL STUDIOS,ATIVA,,,24/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JERONIMO DA VEIGA,155,PAVMTO06 AO 08,JARDIM EUROPA,04536000,SAO PAULO,SP,(11) 38413501,,,,
61.507.978/0004-81,CONDOMINIO 155 JERONIMO,SETOR RESIDENCIAL APARTAMENTOS,ATIVA,,,24/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JERONIMO DA VEIGA,155,PAVMTO09 AO 22,JARDIM EUROPA,04536000,SAO PAULO,SP,(11) 38413501,,,,
61.507.978/0003-09,CONDOMINIO 155 JERONIMO,SETOR SERVICO DE MORADIA,ATIVA,,,24/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JERONIMO DA VEIGA,155,PAVMTO03 AO 05,JARDIM EUROPA,04536000,SAO PAULO,SP,(11) 38413501,,,,
61.507.978/0002-10,CONDOMINIO 155 JERONIMO,SETOR COMERCIAL,ATIVA,,,24/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JERONIMO DA VEIGA,155,TERREO                    PAVMTO01,JARDIM EUROPA,04536000,SAO PAULO,SP,(11) 38413501,,,,
61.507.978/0001-39,CONDOMINIO 155 JERONIMO,-,ATIVA,,,24/02/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JERONIMO DA VEIGA,155,,JARDIM EUROPA,04536000,SAO PAULO,SP,(11) 38640254,,,,
61.505.605/0001-29,CONDOMINIO RESIDENCIAL PISA,-,ATIVA,,,04/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JUCARAL,700,,PARADA XV DE NOVEMBRO,08246105,SAO PAULO,SP,(11) 966274833,,,,
61.487.869/0002-88,CONDOMINIO MODO POMPEIA,SETOR NR E COMERCIAL,ATIVA,,,15/04/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA VENANCIO AIRES,910,,VILA POMPEIA,05024030,SAO PAULO,SP,(11) 37455227,,,,
61.487.869/0001-05,CONDOMINIO MODO POMPEIA,-,ATIVA,,,15/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA VENANCIO AIRES,900,910 930 940,VILA POMPEIA,05024030,SAO PAULO,SP,(11) 37455227,,,,
61.483.819/0001-41,VIBRA CIDADE UNIVERSITARIA,-,ATIVA,,,12/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA CORIFEU DE AZEVEDO MARQUES,3275,,VILA LAGEADO,05339000,SAO PAULO,SP,(11) 31915000,,,,
61.481.457/0001-50,CONDOMINIO RESIDENCIAL CASA NOVA,CONDOMINIO RESIDENCIAL CASA NOVA,ATIVA,,,21/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA FORTE DO RIO BRANCO,S/N,,PARQUE SAO LOURENCO,08340140,SAO PAULO,SP,(11) 20172433,(11) 20132964,,,
61.471.176/0001-16,RESIDENCIAL ELVIRA BORTOLE,-,ATIVA,,,23/06/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ELVIRA DE BORTOLE,398,,VILA DOM PEDRO II,02246000,SAO PAULO,SP,(11) 32174849,,,,
61.470.909/0001-06,RESIDENCIAL ALMEIDA,-,ATIVA,,,11/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JUCARAL,664,,PARADA XV DE NOVEMBRO,08246106,SAO PAULO,SP,(11) 26389571,,,,
61.467.416/0003-70,CONDOMINIO HIGHLIGHTS DR. NELSON MORETTI,HIGHLIGHTS DR NELSON MORETTI SUBCONDOMINIO COMERCIAL,ATIVA,,,21/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DAS FLECHAS,311,,VILA SANTA CATARINA,04364030,SAO PAULO,SP,(11) 32345555,,,,
61.467.416/0002-90,CONDOMINIO HIGHLIGHTS DR. NELSON MORETTI,HIGHLIGTHS DR NELSON MORETTI SUBCONDOMINIO RESIDENCIAL,ATIVA,,,21/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOS CAFEZAIS,366,,JARDIM PRUDENCIA,04364000,SAO PAULO,SP,(11) 32345555,,,,
61.467.416/0001-09,CONDOMINIO HIGHLIGHTS DR. NELSON MORETTI,-,ATIVA,,,21/02/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOS CAFEZAIS,410,,JARDIM PRUDENCIA,04364000,SAO PAULO,SP,(11) 32345555,,,,
61.462.546/0001-59,EDIFICIO LONDON TECH RESIDENCIAL,-,ATIVA,,,03/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA INGLESA,221,,PARADA INGLESA,02245020,SAO PAULO,SP,(11) 969166435,,,,
61.460.926/0001-54,CONDOMINIO EDIFICIO CALIFORNIA,-,ATIVA,,,14/03/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BARAO DE ABIAI,9,,CHACARA BELENZINHO,03375100,SAO PAULO,SP,(11) 23614149,,,,
61.443.333/0001-80,CONDOMINIO RESIDENCIAL STUDIOS TATUAPE,-,ATIVA,,,07/02/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOM ANDRES LAMAS,142,,TATUAPE,03084020,SAO PAULO,SP,(11) 27833605,,,,
61.441.603/0004-66,RAIZES MOOCA,SETOR RESIDENCIAL,ATIVA,,,18/06/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JUPURUCHITA,173,COND  SETOR RESIDENCIAL,ALTO DA MOOCA,03128070,SAO PAULO,SP,(11) 31915000,,,,
61.441.603/0003-85,RAIZES MOOCA,SETOR COMERCIAL,ATIVA,,,18/06/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JUPURUCHITA,173,COND  SETOR COMERCIAL,ALTO DA MOOCA,03128070,SAO PAULO,SP,(11) 31915000,,,,
61.441.603/0002-02,RAIZES MOOCA,SETOR STUDIOS,ATIVA,,,18/06/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JUPURUCHITA,173,COND  SETOR STUDIOS,ALTO DA MOOCA,03128070,SAO PAULO,SP,(11) 31915000,,,,
61.441.603/0001-13,RAIZES MOOCA,-,ATIVA,,,18/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JUPURUCHITA,173,,ALTO DA MOOCA,03128070,SAO PAULO,SP,(11) 31915000,,,,
61.434.484/0001-71,METROCASA CASA VERDE,-,ATIVA,,,04/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOMICIANO RIBEIRO,165,175,CASA VERDE ALTA,02565090,SAO PAULO,SP,(11) 54611056,,,,
61.431.757/0001-24,CONJUNTO HABITACIONAL ALTO DA ALEGRIA CONDOMINIO 8,-,ATIVA,,,31/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DA UNIAO,S/N,,PARQUE GRAJAU,04843595,SAO PAULO,SP,(11) 30242466,,,,
61.431.741/0001-11,PROJETO IMOBILIARIO E 66,CONDOMINIO EASY IPIRANGA,ATIVA,,,11/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA PRESIDENTE WILSON,4200,,VILA INDEPENDENCIA,04220001,SAO PAULO,SP,(11) 31915000,,,,
61.431.717/0001-82,CONJUNTO HABITACIONAL UNIAO,-,ATIVA,,,10/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DA UNIAO,43/45,,PARQUE GRAJAU,04843595,SAO PAULO,SP,(11) 44729835,,,,
61.424.020/0001-84,VIRGILIO VILA MATILDE BY IMPERIAL,-,ATIVA,,,08/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA IBIUNA,648,,VILA ARICANDUVA,03507010,SAO PAULO,SP,(11) 31451322,,,,
61.412.448/0001-07,REALTA PARQUE DA MOOCA,CONDOMINIO REALTA PARQUE DA MOOCA,ATIVA,,,08/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CORONEL JOVINIANO BRANDAO,449,459,VILA PRUDENTE,03127175,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
61.404.834/0001-57,CONDOMINIO DO EDIFICIO SP & VC BRAS,SP & VC BRAS,ATIVA,,,07/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA POLIGNANO A MARE,211,,BRAS,03005040,SAO PAULO,SP,(11) 20212200,,,,
61.403.144/0001-83,CONDOMINIO RESIDENCIAL MINI HOUSE TUCURUVI II,RESIDENCIAL MINI HOUSE TUCURUVI II,ATIVA,,,28/12/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA SALVADOR BICUDO,47,,TUCURUVI,02307250,SAO PAULO,SP,(11) 31817396,,,,
61.386.753/0001-71,CONDOMINIO K CENTRO,-,ATIVA,,,28/02/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MAUA,1098,1110,CENTRO,01028000,SAO PAULO,SP,(11) 37598100,,,,
61.386.638/0001-05,RESIDENCIAL CONQUISTA,CONDOMINIO RESIDENCIAL CONQUISTA,ATIVA,,,17/12/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CHAN-NAN,72,,JARDIM BRASIL (ZONA NORTE),02222040,SAO PAULO,SP,(11) 29508847,,,,
61.372.056/0001-61,CONDOMINIO RESIDENCIAL CORONDA,CONDOMINIO RESIDENCIAL CORONDA,ATIVA,,,13/09/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CORONDA,45,,VILA MARIETA,03621050,SAO PAULO,SP,(11) 13634646,,,,
61.370.907/0001-37,RESIDENCIAL MM248,RESIDENCIAL MM248,ATIVA,,,22/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MARCELO DE MENEZES,248,,CARANDIRU,02069030,SAO PAULO,SP,(11) 965857577,,,,
61.364.190/0001-10,RESIDENCIAL COURACA,-,ATIVA,,,12/04/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA COURACA,228,,JARDIM DAS ROSAS (ZONA LESTE),03909140,SAO PAULO,SP,(11) 27833605,,,,
61.362.218/0004-23,VIRGILIO 426,SUBCONDOMINIO STUDIOS,ATIVA,,,14/05/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR VIRGILIO DE CARVALHO PINTO,422,COND  STUDIOS,PINHEIROS,05415020,SAO PAULO,SP,(11) 31452711,,,,
61.362.218/0003-42,VIRGILIO 426,SUBCONDOMINIO COMERCIAL,ATIVA,,,14/05/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR VIRGILIO DE CARVALHO PINTO,422,COND  COMERCIAL,PINHEIROS,05415020,SAO PAULO,SP,(11) 31452711,,,,
61.362.218/0002-61,VIRGILIO 426,SUBCONDOMINIO RESIDENCIAL,ATIVA,,,14/05/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR VIRGILIO DE CARVALHO PINTO,422,COND  RESIDENCIAL,PINHEIROS,05415020,SAO PAULO,SP,(11) 31452711,,,,
61.362.218/0001-80,VIRGILIO 426,-,ATIVA,,,14/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR VIRGILIO DE CARVALHO PINTO,422,426 E 434                 R TEOD. SAMPAIO 1601,PINHEIROS,05415020,SAO PAULO,SP,(11) 31452711,,,,
61.362.016/0001-39,CONDOMINIO RESERVA URBAN CLUBE,-,ATIVA,,,11/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PASCOAL GIAMPAOLI,130,,VILA GUILHERME,02047090,SAO PAULO,SP,(11) 50903400,,,,
61.357.503/0003-75,NATO ITAIM,CONDOMINIO NATO ITAIM - SETOR RESIDENCIAL,ATIVA,,,28/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TENENTE NEGRAO,232,222/242 -RESIDENCIAL,ITAIM BIBI,04530030,SAO PAULO,SP,(11) 31451322,,,,
61.357.503/0002-94,NATO ITAIM,CONDOMINIO NATO ITAIM - SETOR NAO RESIDENCIAL,ATIVA,,,28/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR RENATO PAES DE BARROS,735,NAO RESIDENCIAL,ITAIM BIBI,04530001,SAO PAULO,SP,(11) 31451322,,,,
61.357.503/0001-03,NATO ITAIM,-,ATIVA,,,28/02/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TENENTE NEGRAO,222,232 E 242,ITAIM BIBI,04530030,SAO PAULO,SP,(11) 31451322,,,,
61.357.128/0001-00,RESIDENCIAL FRANCISCO GOMES DE SA,-,ATIVA,,,12/08/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA SAO JOSE DO BELMONTE,425,,VILA SILVIA,03820110,SAO PAULO,SP,(11) 57310001,,,,
61.354.992/0001-40,RESIDENCIAL SAO CONSTANCIO,-,ATIVA,,,28/03/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA SAO CONSTANCIO,682,,VILA MAFRA,03414010,SAO PAULO,SP,(11) 999999999,,,,
61.354.417/0001-47,CONDOMINIO RESIDENCIAL VILA MATILDE II,-,ATIVA,,,31/07/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANTONIETA DE MORAIS,65,,VILA MATILDE,03517000,SAO PAULO,SP,(11) 45643336,,,,
61.353.996/0001-03,RESIDENCIAL ALMEIDA CAMPOS,RESIDENCIAL ALMEIDA CAMPOS,ATIVA,,,25/07/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ALMEIDA CAMPOS,251,,VILA PAULICEIA,02302010,SAO PAULO,SP,(11) 52023886,(11) 981037877,,,
61.352.957/0001-91,CONDOMINIO RESIDENCIAL BOA ESTRELA,-,ATIVA,,,05/10/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BOA ESTRELA,10,,VILA CARRAO,03449005,SAO PAULO,SP,(11) 27481732,(11) 27471892,,,
61.326.049/0001-23,CONDOMINIO RESIDENCIAL E EMPRESARIAL VIEW 67,-,ATIVA,,,29/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PANGAUA,67,,VILA RE,03665010,SAO PAULO,SP,(11) 37455227,,,,
61.325.261/0001-76,RESIDENCIAL MORADA DO SOL,RESIDENCIAL MORADA DO SOL,ATIVA,,,21/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA URUCANGA,155,,CHACARA SANTO ANTONIO (ZONA LESTE),03410075,SAO PAULO,SP,(11) 20922392,,,,
61.323.810/0001-73,ALTIS SANTANA,CONDOMINIO ALTIS SANTANA,ATIVA,,,08/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOMINGOS DA COSTA MATA,387,,SANTANA,02405100,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
61.321.644/0001-76,CONDOMINIO RESIDENCIAL PLANO&MAIS ITAQUERA MARABA,-,ATIVA,,,09/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA SAO FELIX DO PIAUI,755,,VILA CARMOSINA,08295030,SAO PAULO,SP,(11) 31915000,,,,
61.320.219/0001-62,CONDOMINIO EDIFICIO LOOK CURSINO,-,ATIVA,,,30/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA DO CURSINO,3808,,SAUDE,04132002,SAO PAULO,SP,(11) 31915000,,,,
61.304.470/0001-33,EDIFICIO AURORA,-,ATIVA,,,03/06/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GENERAL CAMISAO,223,,SAUDE,04143040,SAO PAULO,SP,(11) 31915000,,,,
61.297.830/0001-17,RESIDENCIAL PARIS,RESIDENCIAL PARIS,ATIVA,,,24/03/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA EDGAR,173,,VILA LEONOR,02077020,SAO PAULO,SP,(11) 965857577,,,,
61.297.451/0001-27,W IBIRAPUERA,-,ATIVA,,,27/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PELOTAS,579,,VILA MARIANA,04012002,SAO PAULO,SP,(11) 31451322,,,,
61.297.078/0001-04,RESIDENCIAL MAJOR VITAL,-,ATIVA,,,15/04/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MAJOR VITAL BANDEIRA DE MELO,90,,VILA CONSTANCA,02258260,SAO PAULO,SP,(11) 31817396,,,,
61.296.931/0001-73,RESIDENCIAL GEORGE,RESIDENCIAL GEORGE,ATIVA,,,27/03/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GEORGE CHAHESTIAN,239,,VILA BASILEIA,02471120,SAO PAULO,SP,(11) 965857577,,,,
61.286.481/0001-38,CONDOMINIO RESIDENCIAL ZELINA 200,-,ATIVA,,,05/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JUNDIAPEBA,200,,VILA ZELINA,03143050,SAO PAULO,SP,(11) 23891367,,,,
61.284.910/0001-38,RESIDENCIAL PROENCA 918,-,ATIVA,,,25/09/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR IGNACIO PROENCA DE GOUVEIA,918,,PARQUE PERUCHE,02534010,SAO PAULO,SP,(11) 31817396,,,,
61.279.877/0004-09,CONDOMINIO CYRELA MOEMA BY YOO,ESTUDIOS,ATIVA,,,05/05/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA DOS JURUPIS,1730,SETOR 5                         TORRE 2,INDIANOPOLIS,04088005,SAO PAULO,SP,(11) 38413501,,,,
61.279.877/0003-10,CONDOMINIO CYRELA MOEMA BY YOO,CORPORATIVO,ATIVA,,,05/05/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA DOS JURUPIS,1730,LOJA  NR1-6 E NR1-3       SALA  COMERCIAL,INDIANOPOLIS,04088005,SAO PAULO,SP,(11) 38413501,,,,
61.279.877/0002-39,CONDOMINIO CYRELA MOEMA BY YOO,RESIDENCIAL,ATIVA,,,05/05/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA DOS JURUPIS,1730,,INDIANOPOLIS,04088005,SAO PAULO,SP,(11) 38413501,,,,
61.279.877/0001-58,CONDOMINIO CYRELA MOEMA BY YOO,-,ATIVA,,,05/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA DOS JURUPIS,1730,,INDIANOPOLIS,04088005,SAO PAULO,SP,(11) 38413501,,,,
61.272.077/0001-05,PARK VIEW VILA NOVA CONCEICAO,-,ATIVA,,,07/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BASTOS PEREIRA,55E71,,VILA NOVA CONCEICAO,04507010,SAO PAULO,SP,(11) 38930000,,,,
61.271.308/0004-09,CONDOMINIO MADEN VILA MADALENA,SETOR MISTO,ATIVA,,,12/05/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAYOWAA,2280,,SUMARE,01258010,SAO PAULO,SP,(11) 31915000,,,,
61.271.308/0003-28,CONDOMINIO MADEN VILA MADALENA,SETOR RESIDENCIAL,ATIVA,,,12/05/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOSE AUGUSTO PENTEADO,70,,SUMARE,01257010,SAO PAULO,SP,(11) 31915000,,,,
61.271.308/0002-47,CONDOMINIO MADEN VILA MADALENA,SETOR COMERCIAL,ATIVA,,,12/05/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOSE AUGUSTO PENTEADO,90,,SUMARE,01257010,SAO PAULO,SP,(11) 31915000,,,,
61.271.308/0001-66,CONDOMINIO MADEN VILA MADALENA,-,ATIVA,,,12/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOSE AUGUSTO PENTEADO,70,,SUMARE,01257010,SAO PAULO,SP,(11) 31915000,,,,
61.266.471/0001-30,CONDOMINIO RESIDENCIAL GUARAPUA,GUARAPUA,ATIVA,,,15/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GUARAPUA,46,,JARDIM FRANCA,02337030,SAO PAULO,SP,(11) 29827100,(11) 29827109,,,
61.260.138/0001-14,RESIDENCIAL VENEZA,RESIDENCIAL VENEZA,ATIVA,,,28/11/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GEORGE CHAHESTIAN,245,,VILA BASILEIA,02471120,SAO PAULO,SP,(11) 965758577,,,,
61.260.092/0001-33,CONDOMINIO FLAMBOYANT 294,-,ATIVA,,,04/11/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MAJOR FREIRE,294,,VILA MONTE ALEGRE,04304110,SAO PAULO,SP,(11) 32592020,,,,
61.256.934/0004-26,CONDOMINIO LE JARDIN CYRELA BY YOO,COMERCIAL (SUBCONDOMINIO 3),ATIVA,,,20/03/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CRISTIANO VIANA,140,LOJA  FACHADA ATIVA       SALA  COMERCIAL - NR1-6,CERQUEIRA CESAR,05411000,SAO PAULO,SP,(11) 38413501,,,,
61.256.934/0003-45,CONDOMINIO LE JARDIN CYRELA BY YOO,STUDIOS (SUBCONDOMINIO 2),ATIVA,,,20/03/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CRISTIANO VIANA,140,SETOR STUDIOS,CERQUEIRA CESAR,05411000,SAO PAULO,SP,(11) 38413501,,,,
